####
# Wall Drawing matplotlib drawings/86_001_2.0m_5.0m_10000.png
#
# User input was Height(m): 2.0, Width(m): 5.0, Number of lines: 10000
#
#
x, y, degrees
2.8537, 1.3477, 219.62
3.6971, 0.6881, 265.55
4.6381, 0.0447, 113.86
0.3169, 1.5116, 193.95
0.4536, 0.3822, 284.96
3.4132, 0.3590, 180.83
3.0986, 0.9565, 331.03
2.0967, 0.5283, 135.43
2.5084, 0.6293, 132.68
0.3009, 1.8085, 232.66
2.6439, 0.3435, 323.48
0.8921, 1.2732, 40.93
1.0750, 0.6088, 256.24
3.9471, 0.5772, 5.44
0.3932, 1.2213, 233.99
2.1313, 1.4129, 245.69
3.8237, 0.9616, 115.93
3.0743, 1.4726, 26.80
3.1818, 1.0759, 306.21
3.7581, 0.4210, 212.46
4.7152, 0.5580, 282.03
2.2587, 1.7107, 328.08
3.6367, 1.7440, 53.65
2.7198, 1.2606, 305.38
0.4986, 0.1137, 209.67
3.2826, 0.7833, 66.61
1.4510, 0.8601, 176.93
0.0727, 0.2427, 209.40
4.6952, 1.3949, 194.82
0.7434, 0.9335, 91.66
4.9641, 0.3574, 15.79
3.7435, 1.7941, 337.97
4.7935, 0.2266, 303.00
4.3769, 1.6402, 254.94
4.5125, 0.1564, 132.23
2.0734, 0.4761, 6.55
1.2593, 1.3856, 114.52
4.7963, 1.3593, 240.26
1.7743, 0.6717, 95.13
4.3217, 0.8494, 103.09
2.5467, 1.2741, 242.96
0.5500, 1.4829, 281.89
2.2670, 1.9946, 28.21
3.4693, 0.4691, 303.20
0.3063, 0.9454, 306.62
2.7811, 1.8741, 101.85
2.7046, 0.3302, 128.33
4.1757, 0.9854, 39.33
3.0904, 0.6217, 175.12
2.1602, 0.0453, 145.20
3.1030, 1.1857, 101.28
2.8645, 0.0049, 21.50
0.8432, 0.1813, 273.72
0.2445, 1.5928, 304.93
3.3020, 0.2419, 179.26
2.2143, 1.0151, 289.47
3.2004, 1.7262, 263.06
4.8685, 1.9812, 256.98
4.8934, 1.9227, 48.68
0.2485, 0.7169, 182.61
4.4717, 1.0035, 312.91
2.3753, 1.4680, 9.15
1.0615, 1.2505, 245.36
1.8378, 1.7546, 110.27
3.6078, 0.2687, 208.94
2.1928, 0.1889, 274.72
3.8058, 1.2386, 138.18
1.2560, 0.0627, 153.60
1.4750, 0.1627, 251.50
4.8957, 1.0476, 235.12
2.2658, 1.3304, 122.49
2.5641, 0.5688, 120.74
2.2978, 0.9173, 252.07
3.9661, 0.5182, 260.92
4.6777, 0.0927, 284.92
1.6162, 1.7446, 9.31
4.9645, 1.1835, 237.80
3.0674, 1.3415, 122.79
3.7077, 1.3359, 35.93
1.5055, 1.1649, 355.64
0.8603, 1.2868, 88.47
2.3235, 0.7251, 350.78
4.0970, 1.5879, 319.75
2.7743, 0.2201, 288.80
2.2017, 0.8496, 63.45
3.1176, 0.0144, 122.14
2.5550, 0.7741, 126.10
2.4050, 0.0648, 278.95
2.6493, 1.1151, 214.69
4.1625, 0.1572, 231.08
2.5622, 1.4032, 196.69
2.2071, 0.8807, 83.97
3.5099, 1.9488, 289.33
4.7607, 1.5488, 62.97
2.0275, 1.8165, 217.20
4.8300, 1.8682, 7.88
4.8455, 1.0484, 168.46
2.9124, 0.9967, 264.03
1.6231, 0.6948, 58.10
1.9515, 0.9025, 283.25
4.0539, 0.4666, 105.90
0.3987, 1.8801, 34.14
0.9756, 1.1914, 280.56
0.2241, 1.7968, 40.21
4.6312, 1.2104, 51.63
0.0914, 1.0429, 303.11
2.7077, 1.2311, 317.81
2.0269, 1.2498, 335.99
3.8332, 1.5402, 321.20
4.3539, 1.1123, 85.73
3.5081, 1.5701, 337.39
1.4020, 1.9737, 54.43
3.4469, 1.1315, 197.49
4.0855, 1.3888, 327.36
0.3315, 0.5318, 201.67
0.7163, 1.9618, 17.00
2.9101, 1.9992, 334.39
1.1166, 1.0807, 115.03
4.9408, 0.2852, 82.62
4.2802, 1.9262, 7.37
0.7277, 1.9771, 283.38
3.7974, 0.5965, 216.26
2.3373, 0.6661, 73.14
3.8665, 1.8801, 259.46
3.8803, 1.0742, 40.41
4.9503, 1.2682, 120.89
3.2925, 0.0905, 190.10
2.3478, 1.1523, 301.45
4.8442, 1.5954, 164.68
1.8373, 1.8182, 338.93
3.6752, 1.5791, 151.61
1.7561, 0.9781, 329.45
4.6881, 1.5692, 116.16
2.0099, 1.6589, 186.97
3.5851, 1.8524, 48.87
4.7260, 1.8979, 315.30
4.5313, 1.9817, 156.33
4.1365, 1.4025, 315.21
3.1076, 1.4478, 154.75
3.5980, 0.7812, 165.33
2.5062, 1.3319, 341.63
0.1713, 0.5958, 200.81
1.2647, 0.1351, 288.22
3.3760, 1.2479, 245.06
3.1257, 0.8835, 186.91
2.6324, 1.0916, 209.51
2.1708, 0.4822, 16.25
2.0635, 1.1980, 217.97
3.6986, 0.1432, 194.48
4.7859, 1.2185, 270.25
0.2400, 1.9492, 35.52
3.7628, 0.4454, 62.06
2.8819, 1.8795, 38.14
3.2092, 0.0437, 291.21
0.4843, 1.4325, 36.30
3.8956, 0.6825, 292.51
2.5838, 1.0005, 266.79
4.9052, 1.5035, 346.45
1.2209, 0.3558, 22.17
2.3095, 1.8751, 134.75
3.0484, 1.5177, 111.47
1.4790, 0.6626, 30.19
4.1910, 0.4656, 246.18
4.0635, 0.9537, 40.14
2.5504, 1.6176, 156.06
1.9313, 1.8209, 19.09
3.6883, 0.0732, 198.63
1.2086, 0.7904, 122.11
3.3717, 1.6947, 207.32
2.0295, 0.8690, 5.04
0.3706, 1.6331, 172.53
0.2607, 1.8357, 338.23
1.8701, 0.1069, 185.44
0.1084, 1.2174, 36.88
1.4972, 0.9073, 11.07
4.3153, 1.2561, 247.79
2.3610, 0.0596, 216.94
2.3067, 1.9103, 219.45
1.3738, 0.3823, 219.37
1.9772, 1.8793, 349.12
4.1178, 0.6999, 261.64
0.5316, 1.4965, 272.17
4.7064, 0.5578, 314.39
3.2818, 1.2059, 93.48
2.5660, 0.2071, 172.33
3.3683, 1.8711, 158.60
2.8601, 0.8158, 50.93
3.4329, 0.0212, 229.51
4.8983, 1.7850, 195.25
1.5572, 0.3637, 254.01
3.5309, 0.4250, 42.53
3.0499, 0.3478, 137.71
2.7883, 0.4586, 247.36
2.5497, 1.5402, 224.83
2.7688, 1.7936, 131.35
4.0036, 0.4569, 29.46
4.3066, 0.7870, 101.42
4.4346, 1.2166, 268.30
2.0795, 1.8651, 241.32
4.5616, 1.0692, 211.08
4.6201, 1.4362, 142.07
3.4322, 0.1226, 166.62
4.2978, 1.4661, 36.80
1.9561, 0.8547, 343.90
4.4631, 1.4732, 205.22
1.2331, 0.4954, 53.13
2.2219, 1.3379, 331.71
2.4316, 0.3467, 87.32
2.9633, 1.8684, 156.30
1.0931, 1.5591, 107.96
4.1123, 0.0324, 172.82
0.6667, 1.4141, 275.45
2.6176, 0.8158, 306.07
0.7616, 0.7910, 81.13
3.0451, 0.3919, 31.41
4.7744, 1.8068, 261.62
0.1426, 0.2009, 69.43
3.1670, 1.6448, 259.05
2.1100, 1.4371, 270.11
2.9582, 0.0075, 127.27
3.0617, 0.1994, 310.52
0.7207, 0.2665, 311.92
3.3169, 1.2991, 176.42
4.9204, 1.3271, 116.24
1.9441, 1.7222, 205.36
1.7539, 0.2736, 111.95
2.1955, 1.4619, 329.76
3.3858, 0.5508, 235.19
4.8863, 0.1660, 240.13
2.6551, 0.1214, 36.65
1.6673, 1.4168, 245.82
1.3074, 0.1613, 82.41
2.9795, 1.2310, 25.54
0.7854, 0.0098, 330.48
1.0455, 0.2235, 358.30
3.6347, 0.5451, 35.70
0.6751, 1.5172, 322.86
3.3952, 1.7336, 291.78
4.9565, 1.0085, 56.21
2.5632, 1.6389, 240.27
2.3141, 0.6071, 132.02
4.8486, 1.1650, 323.08
3.8313, 1.6062, 89.81
2.2552, 1.7366, 295.23
2.6151, 0.3541, 176.32
4.3768, 0.3462, 140.72
4.1701, 1.9008, 280.05
2.4834, 1.6070, 82.91
4.8476, 1.4403, 205.16
2.5800, 1.7708, 270.71
1.1925, 0.0400, 313.11
0.8262, 1.6364, 145.48
0.9281, 0.3787, 214.71
0.4485, 1.6305, 50.39
3.6171, 1.5808, 25.06
3.0593, 0.1242, 328.19
4.8199, 1.2680, 316.03
0.2417, 1.3990, 223.66
0.4882, 0.6574, 326.67
3.6416, 1.5893, 255.38
4.9566, 1.9877, 182.12
3.0544, 1.9063, 39.96
0.4439, 1.8888, 37.44
2.8993, 0.8208, 74.54
2.9417, 1.3400, 252.69
3.8705, 0.0852, 356.19
1.2113, 0.5164, 201.50
2.5677, 0.4056, 81.38
0.0792, 0.2219, 316.01
0.1358, 1.5019, 57.78
3.8965, 0.4723, 74.38
3.1688, 0.2160, 297.40
0.2969, 0.1149, 88.47
1.5596, 0.9010, 96.87
3.4723, 0.2819, 287.26
2.4357, 0.3850, 137.03
0.0116, 0.8586, 257.50
2.0799, 1.9978, 86.05
1.3683, 1.6689, 80.98
3.6306, 1.8405, 314.16
0.9255, 1.1008, 188.40
3.7288, 0.6787, 143.95
0.3725, 1.6115, 11.30
3.1336, 0.7883, 203.08
4.3296, 0.8100, 285.49
4.3367, 0.0191, 65.47
0.6435, 0.1143, 56.53
4.5132, 0.8221, 75.36
0.7675, 1.8584, 84.54
0.6446, 0.1821, 107.83
2.5521, 1.0742, 333.68
3.7818, 1.0655, 93.99
0.6410, 0.5337, 128.79
0.4427, 0.0972, 194.07
0.6966, 0.8694, 123.10
2.5893, 1.9375, 280.87
2.8996, 0.2678, 256.14
3.0274, 1.2923, 291.93
2.3362, 1.2253, 59.35
0.7914, 1.6472, 168.32
2.2878, 1.0995, 316.07
1.3632, 0.0961, 283.91
0.6677, 1.7057, 143.23
3.0954, 0.4050, 50.51
2.0524, 0.7835, 163.57
4.6546, 0.5046, 242.27
0.7417, 1.5751, 273.09
1.3734, 1.9365, 285.83
3.4285, 0.3927, 185.13
1.3662, 0.7555, 288.68
4.6356, 1.7062, 314.40
2.9339, 1.7771, 209.97
0.4041, 1.9742, 47.13
3.0202, 1.1319, 89.68
3.9030, 0.2534, 198.04
1.3188, 1.7374, 32.68
1.0550, 1.7640, 192.22
1.2063, 1.7589, 250.76
3.3491, 1.4935, 268.95
2.3367, 1.7476, 131.37
4.5696, 0.0824, 326.20
4.6024, 1.4765, 76.16
3.7722, 0.2422, 98.97
0.1566, 0.9094, 227.50
1.2482, 1.3912, 30.27
2.2073, 1.6063, 125.09
3.8435, 1.7254, 43.66
3.9661, 0.6918, 262.88
1.3049, 1.2473, 348.95
2.7737, 1.4003, 16.54
1.9298, 0.5051, 239.67
1.2624, 1.7795, 33.45
4.0947, 0.9652, 45.55
4.1390, 1.2984, 20.08
1.2052, 1.7169, 206.54
4.7143, 0.0318, 179.75
4.6219, 0.3703, 125.73
1.4704, 0.8619, 38.99
3.1749, 1.3470, 18.18
3.8243, 1.9767, 205.21
4.0816, 0.4487, 236.96
1.7782, 1.7752, 234.01
0.9127, 0.7981, 158.60
2.1485, 1.8459, 107.67
0.4010, 1.0520, 204.38
1.1121, 0.6993, 339.82
4.0072, 1.9342, 206.60
2.8350, 0.1682, 97.60
1.8003, 1.1350, 355.06
3.9213, 1.4047, 163.02
1.6674, 0.8136, 223.78
0.9376, 1.5771, 89.10
0.9724, 1.5495, 11.34
2.2197, 0.9259, 144.26
4.2402, 0.4004, 171.32
1.8878, 1.4097, 58.69
1.8121, 1.1086, 315.06
0.5591, 1.7743, 123.82
2.5591, 1.9503, 165.19
1.0169, 0.8146, 297.88
1.0885, 1.7452, 162.68
4.1688, 0.3798, 336.70
3.9105, 1.4162, 260.21
2.3922, 0.8760, 49.92
1.2010, 1.3186, 14.79
1.5514, 1.7080, 336.66
0.6347, 0.4188, 274.70
4.8674, 0.2101, 278.58
0.6798, 0.6759, 283.27
0.2197, 0.4925, 181.49
3.4193, 1.1068, 20.93
3.8307, 0.1806, 50.57
3.9961, 0.4662, 338.98
2.0279, 0.0000, 48.72
3.6174, 1.2047, 1.08
4.4656, 0.2208, 144.99
3.7724, 0.1998, 293.72
1.6954, 0.1056, 272.37
2.3870, 1.5492, 188.15
1.5320, 0.4555, 297.69
2.0080, 0.6560, 50.16
4.8470, 1.6975, 327.92
0.0429, 0.2414, 289.51
2.7329, 0.3183, 247.43
3.1076, 1.1982, 265.73
0.8338, 1.5999, 314.93
0.0109, 0.2739, 309.16
1.6829, 0.9010, 213.99
0.1077, 1.7538, 178.83
1.9545, 1.4236, 150.39
4.1898, 0.8711, 168.00
3.6182, 1.4437, 350.99
4.3309, 1.6737, 83.85
0.5177, 1.0454, 143.62
3.2793, 0.8662, 303.56
1.5501, 1.9752, 351.27
4.8243, 1.2965, 84.02
3.5562, 1.0863, 222.38
2.8700, 1.1641, 263.74
4.6119, 1.9525, 80.90
0.5169, 0.0280, 334.26
3.5279, 1.0739, 216.31
1.2793, 1.9926, 264.55
0.7086, 0.3582, 67.85
3.7794, 0.2093, 151.28
0.8452, 0.6150, 46.72
4.7819, 0.6820, 246.52
4.6304, 0.5395, 91.76
4.8651, 1.6412, 156.12
1.4031, 1.1113, 91.81
1.9660, 1.2446, 140.14
1.1764, 0.0008, 351.36
4.5496, 1.5366, 335.56
0.1785, 1.7298, 232.50
2.7651, 0.9381, 149.31
3.7318, 0.6540, 147.18
3.5236, 1.5600, 335.70
4.9108, 1.1901, 217.42
2.1115, 0.7703, 187.82
1.1644, 0.4322, 214.06
4.0674, 1.5464, 52.36
0.6372, 1.7315, 230.96
3.9735, 0.1998, 70.30
0.7589, 1.5341, 195.69
1.4667, 1.4021, 47.18
1.4200, 0.4061, 282.43
4.8104, 1.5195, 247.58
1.9756, 0.6931, 156.57
2.0183, 0.8320, 38.34
3.9240, 1.0095, 321.15
4.9468, 1.3804, 329.26
2.1793, 1.8222, 260.50
0.5672, 1.6701, 358.09
3.5559, 0.0901, 133.30
1.4931, 0.2719, 187.58
2.0323, 1.8446, 80.25
4.1763, 0.6620, 298.65
0.9658, 1.4361, 150.39
0.1534, 1.0324, 225.77
4.4697, 0.9228, 234.74
0.5381, 1.8035, 209.78
2.1141, 1.2116, 78.07
4.3982, 1.3180, 48.32
0.8327, 1.0486, 334.22
3.2668, 1.3623, 336.46
0.3173, 0.1025, 239.25
0.4958, 0.6849, 252.81
1.1964, 1.7117, 222.72
0.5745, 1.1254, 77.01
4.1271, 1.3905, 139.28
2.8990, 1.4904, 359.50
0.5818, 0.1088, 273.04
1.9894, 1.0034, 41.33
3.3690, 0.1116, 151.52
4.7088, 1.9625, 162.70
1.9188, 1.0067, 305.59
3.9744, 1.2837, 39.94
4.5246, 0.3265, 278.49
2.0460, 1.2771, 152.04
4.8128, 1.5429, 317.45
3.9775, 0.8668, 316.99
0.2178, 0.1716, 240.20
2.6732, 0.6438, 79.39
3.8783, 1.2203, 52.13
0.8711, 0.8356, 105.14
4.8151, 1.1477, 88.58
1.3121, 1.8240, 247.68
2.8483, 0.0677, 223.84
0.2285, 1.0269, 26.50
2.3708, 1.8803, 8.66
2.9588, 0.8568, 124.78
3.1856, 1.6428, 24.66
2.9804, 1.6391, 100.83
3.1760, 1.1847, 243.75
4.3672, 1.5386, 110.97
1.3630, 1.9015, 134.11
2.7153, 0.2055, 211.99
0.0954, 0.8479, 245.44
2.5842, 1.4653, 139.35
1.8402, 0.7855, 157.26
0.1415, 0.1617, 357.23
4.3149, 0.1026, 263.07
2.2425, 0.7508, 326.04
3.1294, 0.2290, 270.56
1.2998, 0.3553, 239.04
1.4611, 0.1698, 259.97
4.2730, 0.1183, 261.94
1.6880, 1.9106, 357.74
1.6159, 0.0944, 34.02
3.5270, 1.0806, 123.24
1.6389, 0.4895, 83.89
2.2296, 1.8714, 27.99
2.1784, 1.1220, 278.04
3.4482, 0.5834, 274.71
0.1834, 1.2425, 149.80
0.3380, 1.1591, 264.17
2.4655, 1.4471, 114.59
1.5795, 1.0290, 181.30
0.5168, 0.5122, 308.73
1.4605, 0.1242, 64.06
3.9778, 0.9967, 241.13
4.1470, 1.0661, 24.73
3.7226, 0.9744, 40.37
4.1277, 1.3719, 333.30
3.7219, 0.1479, 357.75
4.6089, 0.9497, 279.04
2.3380, 1.1372, 34.99
1.1742, 0.4416, 31.52
4.4686, 0.0642, 227.67
3.7316, 0.8646, 322.14
2.8176, 0.2354, 264.28
3.9115, 0.1404, 349.02
4.0224, 0.9270, 128.29
4.6073, 0.3323, 226.59
3.9131, 1.2797, 267.44
4.7000, 0.0510, 5.81
2.2806, 1.6426, 11.58
0.3630, 1.2223, 18.09
0.0179, 0.9000, 239.80
3.2016, 1.9993, 23.11
0.2559, 1.4941, 251.83
0.0540, 1.8813, 85.13
0.9355, 0.5973, 128.86
2.1819, 1.1484, 88.36
0.6615, 0.3709, 243.99
2.5542, 1.8983, 303.54
4.9554, 1.4812, 46.14
3.6017, 0.5730, 9.71
1.7229, 1.8750, 27.01
2.9571, 1.6135, 129.39
2.9278, 0.2939, 196.40
1.3633, 0.1130, 78.83
3.2616, 1.6804, 133.31
4.0386, 0.0061, 273.11
2.7565, 0.2836, 289.68
3.8081, 1.8377, 31.40
4.1823, 0.6493, 221.68
2.1282, 1.9544, 183.16
0.9292, 1.5604, 339.58
0.8742, 1.8778, 321.22
1.9138, 0.1330, 87.69
4.2291, 0.1801, 337.77
3.6931, 0.2197, 279.39
0.5225, 0.5817, 26.70
2.3337, 0.5893, 6.83
1.1899, 1.4016, 107.56
4.5842, 0.2497, 102.66
4.4429, 1.5199, 114.51
4.6919, 0.0609, 311.34
4.0784, 1.0801, 22.17
2.8429, 1.0975, 95.79
4.7132, 0.4753, 78.35
2.1779, 1.9616, 45.70
1.4362, 1.3424, 135.42
2.2643, 0.6928, 103.45
3.4381, 0.5023, 51.62
1.3175, 1.6606, 93.12
3.9256, 1.4779, 281.02
0.2440, 0.5291, 178.94
0.2140, 1.9750, 98.74
0.8300, 1.5608, 358.70
2.7586, 0.0447, 231.81
2.2519, 1.8279, 201.70
4.9862, 1.1979, 297.00
3.1478, 1.7148, 278.72
4.9080, 1.6330, 135.21
0.0856, 0.1544, 106.05
2.5692, 0.4595, 68.11
1.8718, 1.9853, 256.73
1.8884, 0.6465, 168.72
0.1227, 1.1969, 281.46
4.2933, 1.8408, 184.18
3.9921, 1.7181, 189.30
3.6750, 0.5214, 304.52
1.0862, 0.3530, 69.99
2.4984, 0.5623, 68.99
4.7485, 1.8030, 133.62
2.9245, 1.4167, 126.29
2.7902, 0.8632, 231.84
4.8272, 0.1527, 56.43
3.5828, 0.4429, 88.42
4.8338, 0.0546, 126.69
1.6309, 1.3074, 123.03
3.8933, 1.0524, 238.68
2.6368, 1.1159, 341.00
4.8815, 0.7791, 48.65
3.5716, 0.1000, 62.95
3.8844, 0.2273, 329.09
2.2590, 1.0017, 185.67
2.0788, 0.2702, 270.72
2.0675, 1.4963, 240.22
3.8960, 0.3676, 193.00
2.1375, 1.4050, 137.99
3.0920, 1.5569, 125.09
4.0778, 0.1192, 98.11
4.4754, 0.5405, 337.28
2.3016, 1.8297, 188.06
4.9642, 1.7018, 4.00
0.6729, 1.9932, 127.85
1.2227, 0.5970, 4.36
3.1401, 1.0787, 164.42
4.8536, 0.2520, 283.97
2.8164, 0.7854, 45.87
2.5018, 1.5880, 210.34
4.0363, 1.7847, 115.11
2.2304, 1.0185, 157.12
0.7708, 0.2321, 297.77
1.7192, 0.3622, 80.18
1.7779, 0.5570, 323.86
1.9050, 1.9864, 195.91
1.5941, 1.9584, 306.17
0.1814, 1.1673, 315.71
1.1747, 0.6890, 193.56
4.0668, 1.0936, 129.60
2.1341, 0.0633, 80.14
2.1707, 0.9713, 292.55
3.6199, 1.5381, 204.06
0.4498, 1.8807, 97.72
4.1407, 1.6845, 243.22
1.7745, 0.0452, 294.32
4.8450, 0.8386, 159.88
3.3591, 1.2684, 228.25
1.3305, 1.8869, 302.59
3.3321, 0.4187, 106.65
0.4016, 0.9931, 90.59
3.1926, 0.5910, 326.44
2.2140, 0.3093, 81.32
1.1646, 1.4653, 188.04
0.0130, 0.1837, 74.59
4.3971, 0.6833, 306.02
3.4012, 1.8420, 87.26
4.1974, 1.6186, 267.57
3.3137, 0.1270, 251.09
0.3181, 1.4611, 295.43
2.8440, 1.3528, 33.50
0.2864, 0.4597, 29.29
3.9342, 1.1437, 45.23
4.8955, 0.8418, 211.28
1.7079, 0.0973, 267.14
2.5752, 0.5936, 269.79
3.3724, 0.0063, 145.04
1.1396, 1.4135, 259.25
3.9116, 1.2977, 33.02
2.7006, 0.7170, 287.14
4.4753, 1.4308, 119.64
4.2562, 0.3387, 325.93
3.0654, 1.4560, 184.35
2.6748, 0.3630, 338.54
4.6670, 0.4333, 322.28
4.9052, 0.7700, 331.98
3.7394, 1.4981, 316.97
1.6453, 0.1266, 158.91
4.7306, 1.5236, 216.11
3.3814, 1.8465, 344.08
1.0623, 1.4775, 7.12
0.9406, 0.7780, 196.96
0.6352, 1.3747, 19.72
2.3528, 1.0017, 118.33
4.6309, 0.4170, 320.25
4.6342, 0.6939, 115.27
0.2830, 1.3145, 234.52
3.7757, 1.2447, 279.91
2.9757, 0.8661, 50.96
3.1431, 1.0123, 181.66
1.6434, 0.5498, 157.28
0.6424, 0.7619, 86.51
2.1651, 0.9563, 5.86
1.3641, 0.0341, 263.28
1.4425, 0.1668, 121.16
3.1299, 1.3123, 306.54
1.9524, 0.0048, 266.59
4.5029, 0.0852, 96.57
0.9088, 0.0269, 207.31
2.6971, 0.4431, 25.66
3.4615, 0.2871, 311.64
4.3165, 1.6617, 290.33
2.6423, 0.9026, 172.05
0.5724, 0.7653, 327.85
4.4627, 0.6157, 137.49
1.1281, 0.4809, 188.07
2.1435, 0.4477, 55.97
1.5241, 1.5860, 92.41
4.7146, 0.7189, 356.55
3.8273, 1.7555, 154.05
0.6798, 1.0599, 347.91
2.3267, 1.8820, 208.92
1.5999, 0.2329, 258.71
3.2803, 1.3954, 11.21
0.9891, 1.3041, 63.30
0.7431, 0.3591, 218.26
3.3161, 0.8902, 345.28
1.9292, 0.6850, 183.24
1.5398, 0.7884, 250.19
1.0988, 1.1050, 287.20
1.4366, 1.8330, 351.12
0.5228, 1.7083, 185.72
0.8959, 1.3549, 70.11
2.4539, 1.1486, 128.86
3.4084, 1.7869, 155.94
2.1400, 0.9442, 7.20
0.2481, 0.6517, 265.78
0.4786, 0.1376, 291.13
2.1317, 1.9995, 258.77
2.6282, 1.4802, 326.78
4.2849, 1.6001, 55.79
3.4258, 1.6360, 55.70
4.8540, 0.1601, 115.68
2.3408, 0.8648, 44.52
3.7688, 0.4092, 56.71
1.3098, 0.0477, 187.80
0.6870, 1.6504, 26.87
2.0157, 1.7578, 296.72
4.8080, 1.3712, 144.75
3.7573, 0.2308, 217.73
2.0174, 0.2236, 208.01
1.7973, 1.4685, 110.00
3.8941, 0.5301, 317.09
1.1094, 1.9933, 300.58
0.7169, 0.2778, 233.21
0.5552, 1.3351, 244.12
1.2481, 1.9875, 155.18
2.2404, 0.6098, 335.01
0.2030, 0.8174, 8.24
1.1393, 0.9157, 126.64
1.6934, 1.3542, 7.17
1.8253, 0.4394, 313.02
3.8903, 1.2964, 171.51
1.3162, 0.3817, 9.83
2.3888, 1.2552, 65.95
2.8651, 0.6047, 312.25
1.4621, 0.6914, 221.57
2.8656, 0.3277, 197.98
1.1746, 1.1478, 157.56
2.7163, 0.7930, 293.66
0.7470, 0.4105, 142.56
0.1970, 1.2881, 153.63
0.8714, 1.4210, 349.84
0.0932, 0.4644, 114.29
3.5368, 0.4661, 207.14
3.2412, 0.4699, 109.74
2.3319, 0.0947, 223.93
2.2097, 1.9817, 345.24
4.0448, 1.2164, 216.77
0.6771, 1.1329, 40.06
3.7433, 1.8252, 205.95
4.9168, 1.2349, 190.40
3.0935, 0.7238, 145.15
4.3975, 0.9904, 30.11
3.9849, 0.5795, 303.07
4.5625, 0.6970, 116.22
3.9472, 1.4500, 245.47
2.5892, 1.5024, 135.14
1.3121, 0.7233, 164.90
4.4661, 0.9778, 189.69
2.8922, 1.3570, 240.41
3.0986, 0.0184, 247.04
0.2914, 1.6719, 277.89
3.4521, 1.8275, 130.19
1.2717, 0.4296, 332.37
2.0479, 1.8028, 171.92
1.4243, 0.4128, 238.16
0.4168, 1.3465, 71.30
0.1293, 1.1549, 287.73
1.4391, 0.6811, 130.00
0.7427, 1.0308, 209.06
4.3871, 1.6180, 356.38
0.2271, 0.4485, 34.03
2.8460, 1.7629, 309.42
0.0838, 0.6267, 38.37
3.9025, 1.5697, 324.90
0.6573, 1.7108, 77.60
0.5567, 0.9244, 2.41
2.0708, 0.6571, 15.06
4.7733, 1.1254, 82.64
0.9878, 1.6803, 213.12
2.8267, 0.9201, 59.17
3.2735, 1.5163, 112.91
3.0204, 0.9868, 350.58
4.6861, 1.4494, 315.84
3.9978, 1.6879, 252.41
1.4157, 1.1249, 134.59
1.5451, 0.5775, 293.92
2.5768, 0.8721, 232.43
4.6630, 0.9530, 307.38
4.8752, 1.1332, 163.22
0.4500, 1.1001, 317.19
4.4437, 1.8838, 304.61
4.6775, 0.8973, 31.99
2.4360, 1.4107, 55.09
2.5868, 0.7758, 288.40
4.5084, 1.8414, 122.96
3.9086, 1.8778, 359.39
1.5979, 1.8192, 336.95
4.9235, 1.5830, 326.38
0.3156, 1.6109, 314.15
3.0839, 0.6879, 307.95
4.4646, 0.5395, 128.96
0.2511, 1.5160, 253.89
2.3686, 1.5460, 36.03
3.4193, 1.8732, 234.19
1.5040, 0.9260, 275.99
4.1553, 0.7156, 323.15
0.9836, 0.6238, 128.36
3.9897, 1.9231, 117.14
0.2965, 1.0348, 320.82
4.1834, 0.1886, 190.18
3.1279, 1.1019, 48.07
3.4675, 1.6276, 34.56
1.2997, 0.2055, 58.40
2.2382, 1.6184, 126.22
3.9700, 1.2160, 210.65
0.9233, 0.1553, 24.98
4.5386, 0.6134, 89.01
2.0502, 1.4425, 335.35
3.8256, 1.3562, 77.49
2.6702, 1.7263, 272.29
0.7111, 0.3843, 130.31
0.4154, 0.2263, 29.04
0.0802, 0.9108, 264.88
0.2950, 1.9166, 219.87
1.2400, 1.2295, 295.21
1.0059, 0.7512, 43.34
0.9836, 1.8572, 304.99
0.0710, 0.1740, 39.48
4.2876, 0.3570, 289.48
2.6685, 1.2138, 276.36
4.2720, 1.4665, 202.79
2.1351, 0.8884, 37.10
3.1318, 0.1620, 42.75
3.5631, 0.7446, 89.03
3.9601, 1.6332, 341.77
3.9540, 1.1512, 340.28
0.4606, 0.7676, 333.22
1.6933, 1.4826, 307.39
4.2382, 1.3137, 241.90
3.5398, 0.4362, 239.45
1.4976, 1.2773, 56.90
0.8240, 1.7345, 279.14
2.3268, 1.7681, 162.05
2.0935, 0.5430, 130.31
2.7059, 0.3673, 300.57
4.5204, 1.5957, 120.36
4.0685, 0.0693, 48.83
3.7360, 1.9816, 156.04
2.7694, 0.2541, 312.78
3.3149, 1.7972, 220.02
3.5188, 0.2713, 76.58
4.4058, 1.4920, 257.02
2.0365, 1.1275, 4.14
1.0688, 0.5518, 312.62
2.7532, 0.3524, 60.54
1.3167, 0.7275, 100.95
0.9008, 1.5215, 295.98
2.0640, 0.4340, 56.80
4.1485, 1.7406, 137.97
2.0603, 1.0420, 348.54
0.7873, 0.3227, 52.73
1.9390, 0.1445, 330.02
0.6603, 1.4923, 142.91
4.2023, 0.0727, 198.69
3.8069, 1.2889, 119.50
2.2989, 1.6493, 30.41
0.5646, 1.6931, 263.56
4.0777, 0.7358, 199.42
2.9309, 1.4161, 332.33
3.7449, 0.8871, 182.31
3.3720, 0.0453, 112.97
0.1981, 0.1524, 271.68
1.0568, 1.6480, 210.78
